"Notes","State","State Code","Ten-Year Age Groups","Ten-Year Age Groups Code","Year","Year Code",Deaths,Population,Crude Rate
,"Florida","12","65-74 years","65-74","2013","2013",229,1985925,11.5
,"Florida","12","65-74 years","65-74","2014","2014",230,2082701,11.0
,"Florida","12","65-74 years","65-74","2015","2015",238,2181202,10.9
,"Florida","12","65-74 years","65-74","2016","2016",288,2277584,12.6
,"Florida","12","65-74 years","65-74","2017","2017",266,2342516,11.4
,"Florida","12","65-74 years","65-74","2018","2018",294,2397902,12.3
,"Florida","12","65-74 years","65-74","2019","2019",285,2465369,11.6
,"Florida","12","65-74 years","65-74","2020","2020",272,2539576,10.7
,"Florida","12","75-84 years","75-84","2010","2010",157,1097537,14.3
,"Florida","12","75-84 years","75-84","2011","2011",158,1114372,14.2
,"Florida","12","75-84 years","75-84","2012","2012",163,1132177,14.4
,"Florida","12","75-84 years","75-84","2013","2013",175,1155973,15.1
,"Florida","12","75-84 years","75-84","2014","2014",182,1186552,15.3
,"Florida","12","75-84 years","75-84","2015","2015",203,1220990,16.6
,"Florida","12","75-84 years","75-84","2016","2016",184,1261354,14.6
,"Florida","12","75-84 years","75-84","2017","2017",200,1316567,15.2
,"Florida","12","75-84 years","75-84","2018","2018",251,1388750,18.1
,"Florida","12","75-84 years","75-84","2019","2019",222,1450514,15.3
